FID,local_authority,site_name,site_code,address,datazone,development_potential,east,north,owner_1,owner_2,period,previous_use,site_size,site_type,la_s_code,sh_src,sh_date_uploaded,sh_src_id
pub_vdl.80,Aberdeen City,FORMER SHELL BUILDING,2024-7,1 ALTENS FARM ROAD ALTENS ABERDEEN,S01006623,Developable - Medium Term,394823,803128,Other Private,Not applicable (i.e. only one owner),2022,Transport,10.74,Vacant Land,S12000033,29954e77-767d-4b7b-bb0c-5fa3fd76b767,2025-11-30,1567
pub_vdl.81,Aberdeen City,MUIRFIELD HOUSE,2024-8,WHITEMYRES AVENUE KINGSWELLS ABERDEEN,S01006703,Developable - Short Term,390259,806923,Other Private,Not applicable (i.e. only one owner),2024,Offices,0.24,Vacant Land,S12000033,29954e77-767d-4b7b-bb0c-5fa3fd76b767,2025-11-30,1566
pub_vdl.82,Aberdeen City,FORMER STONEYWOOD PAPERMILL,2024-9,STONEYWOOD TERRACE STONEYWOOD ABERDEEN,S01006743,Unknown (uncertain/insufficient information),389731,810839,Other Private,Not applicable (i.e. only one owner),2022,Manufacturing,15.38,Derelict,S12000033,29954e77-767d-4b7b-bb0c-5fa3fd76b767,2025-11-30,1568
pub_vdl.83,Aberdeen City,RUBISLAW QUARRY,6427L17023,QUEENS ROAD/HILL OF RUBISLAW ABERDEEN,S01006549,Unknown (uncertain/insufficient information),391100,805450,Other Private,Not applicable (i.e. only one owner),1980 or earlier,Mineral Activity,4.39,Derelict,S12000033,29954e77-767d-4b7b-bb0c-5fa3fd76b767,2025-11-30,1512
pub_vdl.84,Aberdeen City,ABBEY ROAD NORTH,9619,TORRY ABERDEEN,S01006631,Unknown (uncertain/insufficient information),395391,805259,Other Private,Not applicable (i.e. only one owner),1996-2000,Storage,1.47,Derelict,S12000033,29954e77-767d-4b7b-bb0c-5fa3fd76b767,2025-11-30,1513
pub_vdl.85,Aberdeenshire,FORMER SHOWROOM AND YARD,ABERCHIRDER1,SOUTH STREET ABERCHIRDER,S01007031,Developable - Medium Term,362454,852223,Unknown Private,Not applicable (i.e. only one owner),Unknown,Retailing,0.3,Vacant Land and Buildings,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1745
pub_vdl.86,Aberdeenshire,FORMER ALFORD ACADEMY,ALF1,SCHOOL ROAD ALFORD,S01006885,Developable - Short Term,357444,815791,Local Authority,Not applicable (i.e. only one owner),2016,Education,3.15,Vacant Land,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1676
pub_vdl.87,Aberdeenshire,FORMER STATION YARD,AUCHGT1,AUCHNAGGAT,S01007062,Developable - Medium Term,392978,841955,Unknown Private,Not applicable (i.e. only one owner),2008,Transport,0.25,Derelict,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1688
pub_vdl.88,Aberdeenshire,GLEN O'DEE HOSPITAL,BANC1,GLEN O'DEE HOSPITAL BANCHORY,S01006872,Developable - Short Term,368522,796706,Other Private,Not applicable (i.e. only one owner),Unknown,Community & Health,1.09,Derelict,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1684
pub_vdl.89,Aberdeenshire,HILL OF BANCHORY,BANC2,HILL OF BANCHORY BANCHORY,S01006861,Developable - Short Term,371399,796976,Other Private,Not applicable (i.e. only one owner),2006,Forestry/Woodland,2.62,Vacant Land,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1748
pub_vdl.90,Aberdeenshire,FORMER NURSES HOME,BANC3,GLEN O'DEE BANCHORY,S01006872,Developable - Medium Term,368478,796579,Other Private,Not applicable (i.e. only one owner),Unknown,"Residential - Hotels, Hostels etc",0.15,Derelict,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1751
pub_vdl.91,Aberdeenshire,FORMER CHICKEN FACTORY,BANFF2,TANNERY STREET BANFF,S01007033,Developable - Medium Term,368299,864076,Unknown Private,Not applicable (i.e. only one owner),2016,Manufacturing,1.73,Derelict,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1724
pub_vdl.95,Aberdeenshire,RAF BUCHAN,BOD 1,RAF BUCHAN BODDAM,S01007069,Developable - Medium Term,412875,842069,Defence,Not applicable (i.e. only one owner),2001-2004,Defence,1.1,Vacant Land,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1685
pub_vdl.96,Aberdeenshire,RAF BUCHAN,BOD 3,RAF BUCHAN BODDAM,S01007069,Developable - Medium Term,413162,842287,Defence,Not applicable (i.e. only one owner),2001-2004,Defence,0.5,Vacant Land,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1732
pub_vdl.97,Aberdeenshire,FORMER BUCHANESS HOTEL,BOD2,BRAE STREET BODDAM,S01007069,Developable - Short Term,413373,842467,Unknown Private,Not applicable (i.e. only one owner),2014,"Residential - Hotels, Hostels etc",0.13,Vacant Land,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1712
pub_vdl.98,Aberdeenshire,LONMAY,BPHA/D/293,PUMPING STATION MILLHILL TREATMENT WORKS LONMAY,S01007102,Unknown (uncertain/insufficient information),404355,858797,Local Authority,Not applicable (i.e. only one owner),Unknown,Utility Services,0.19,Derelict,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1711
pub_vdl.99,Aberdeenshire,COBLE SHORE,BPHD/D/060,NEAR PRISON PETERHEAD,S01007073,Developable - Undetermined,413064,844338,Ownership unknown,Not applicable (i.e. only one owner),Unknown,Unknown,0.3,Vacant Land,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1700
pub_vdl.100,Aberdeenshire,WELLBANK,BPHD/V/033,RING ROAD PETERHEAD,S01007097,Developable - Medium Term,410979,844223,Ownership unknown,Not applicable (i.e. only one owner),Unknown,Agriculture,1.77,Vacant Land,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1680
pub_vdl.101,Aberdeenshire,FORMER DAIRY BUILDING,BRAE2,INVERCAULD GARDENS BRAEMAR,S01006793,Developable - Medium Term,315332,791535,Unknown Private,Not applicable (i.e. only one owner),Unknown,Residential - Housing,0.22,Derelict,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1706
pub_vdl.102,Aberdeenshire,FORMER BRAEMAR LODGE HOTEL,BRAE3,GLENSHEE ROAD BRAEMAR,S01006793,Developable - Medium Term,315253,791245,Other Private,Not applicable (i.e. only one owner),2022,"Residential - Hotels, Hostels etc",0.11,Vacant Land,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1741
pub_vdl.103,Aberdeenshire,FORMER RAF HOSPITAL CAMP,CRIMOND1,MOSS SIDE CRIMOND,S01007102,Developable - Undetermined,405573,855952,Other Private,Not applicable (i.e. only one owner),1996-2000,Defence,8,Derelict,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1740
pub_vdl.104,Aberdeenshire,BRICK AND TILE WORKS,CRU1,CRUDEN BAY CRUDEN BAY,S01007066,Developable - Undetermined,408842,836885,Unknown Private,Not applicable (i.e. only one owner),Unknown,Manufacturing,17.6,Derelict,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1733
pub_vdl.105,Aberdeenshire,FORMER DRUMOAK SCHOOL,DRUMOAK1,SUNNYSIDE DRIVE DRUMOAK,S01006855,Developable - Short Term,379310,799341,Local Authority,Not applicable (i.e. only one owner),2019,Education,0.29,Vacant Land,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1729
pub_vdl.106,Aberdeenshire,FORMER IRVINE ARMS,DRUMOAK2,NORTH DEESIDE ROAD DRUMOAK,S01006854,Developable - Short Term,379218,798805,Unknown Private,Not applicable (i.e. only one owner),2022,Recreation & Leisure,0.13,Vacant Land,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1737
pub_vdl.107,Aberdeenshire,SITE ADJ KINCLUNY,DRUMOAK3,OFF SOUTH DEESIDE ROAD PARK DRUMOAK,S01006855,Developable - Undetermined,380134,797687,Other Private,Not applicable (i.e. only one owner),Unknown,Other General Industry,0.3,Derelict,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1756
pub_vdl.108,Aberdeenshire,FORMER EDZELL AIRBASE,EDZ1,EDZELL,S01006807,Developable - Undetermined,363072,768871,Unknown Private,Not applicable (i.e. only one owner),1996-2000,Defence,160,Vacant Land and Buildings,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1672
pub_vdl.109,Aberdeenshire,FORMER PETROL STATION,ELL8,SOUTH ROAD ELLON,S01006962,Developable - Medium Term,395900,830059,Other Private,Not applicable (i.e. only one owner),Unknown,Retailing,0.25,Derelict,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1701
pub_vdl.110,Aberdeenshire,FORMER ELLON ACADEMY SITE (NEW BUILDING),ELL9a,SCHOOLHILL ELLON,S01006959,Developable - Short Term,395803,830574,Local Authority,Not applicable (i.e. only one owner),2015,Education,0.81,Vacant Land,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1681
pub_vdl.111,Aberdeenshire,FORMER AIRFIELD CAMP,FA/D057,CAMP OFF B9033 FRASERBURGH,S01007104,Uneconomic to Develop/Soft End Use,402484,864382,Ownership unknown,Not applicable (i.e. only one owner),1980 or earlier,Defence,13.21,Derelict,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1673
pub_vdl.112,Aberdeenshire,MILL OF FOVERAN,FOVERAN1,FOVERAN,S01006973,Developable - Short Term,397578,823983,Other Private,Not applicable (i.e. only one owner),Unknown,Agriculture,0.4,Derelict,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1747
pub_vdl.113,Aberdeenshire,OPP CEMETERY,FRAS 3,SOUTH HARBOUR ROAD FRASERBURGH,S01007127,Developable - Short Term,400053,865701,Other Private,Not applicable (i.e. only one owner),Unknown,Unknown,2.26,Vacant Land,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1678
pub_vdl.114,Aberdeenshire,FORMER ALEXANDRA HOTEL,FRAS5,HIGH STREET FRASERBURGH,S01007127,Developable - Medium Term,399508,867203,Unknown Private,Not applicable (i.e. only one owner),2005,"Residential - Hotels, Hostels etc",0.36,Vacant Land,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1697
pub_vdl.115,Aberdeenshire,FAIRNEY HILL BUSINESS PARK,FRAS6,WEST SHORE ROAD FRASERBURGH,S01007108,Developable - Medium Term,398491,867212,Local Authority,Not applicable (i.e. only one owner),1996-2000,Agriculture,1.2,Vacant Land,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1679
pub_vdl.116,Aberdeenshire,FORMER POULTRY SHEDS,FRAS7,WEST SHORE ROAD FRASERBURGH,S01007108,Developable - Medium Term,398672,867292,Other Private,Not applicable (i.e. only one owner),2001-2004,Agriculture,0.82,Vacant Land,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1682
pub_vdl.117,Aberdeenshire,FORMER RECYCLING CENTRE,FRAS8,WESTSHORE ROAD FRASERBURGH,S01007108,Developable - Medium Term,398576,867281,Local Authority,Not applicable (i.e. only one owner),Unknown,Community & Health,0.12,Derelict,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1757
pub_vdl.131,Aberdeenshire,BRIGEND STEADING,KINT 5,NORTHERN RD KINTORE,S01006920,Developable - Short Term,378925,816756,Unknown Private,Not applicable (i.e. only one owner),2017,Agriculture,0.13,Derelict,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1714
pub_vdl.118,Aberdeenshire,CROSS STREET,FRAS9,FRASERBURGH,S01007121,Developable - Short Term,399659,866939,Other Private,Not applicable (i.e. only one owner),2022,Retailing,0.29,Vacant Land,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1758
pub_vdl.119,Aberdeenshire,FORMER CHURCH,HATT1,MAIN STREET HATTON OF CRUDEN,S01007071,Developable - Short Term,404840,837231,Other Private,Not applicable (i.e. only one owner),2014,Other,0.39,Vacant Land and Buildings,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1699
pub_vdl.120,Aberdeenshire,SOUTH OF STEVEN ROAD,HUN15,HUNTLY INDUSTRIAL ESTATE STEVEN ROAD HUNTLY,S01007002,Developable - Medium Term,352108,839482,Local Authority,Not applicable (i.e. only one owner),Unknown,Unknown,1.81,Vacant Land,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1675
pub_vdl.121,Aberdeenshire,CENTRAL AUCTION MART/RAILWAY SIDINGS,HUN2,ABERDEEN ROAD HUNTLY,S01007009,Unknown (uncertain/insufficient information),353482,839492,Other Private,Not applicable (i.e. only one owner),1991-1995,Agriculture,1.77,Derelict,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1674
pub_vdl.122,Aberdeenshire,FORMER GARAGES AND COUNCIL DEPOT,INSC1,COMMERCE STREET INSCH,S01007001,Developable - Medium Term,363030,827900,Local Authority,Unknown Private,2005,Transport,0.58,Derelict,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1690
pub_vdl.123,Aberdeenshire,A98 INVERBOYNDIE,INVERBOY 1,SITE ON A98 INVERBOYNDIE,S01007028,Developable - Undetermined,366734,864325,Unknown Private,Not applicable (i.e. only one owner),Unknown,Other General Industry,3.1,Vacant Land and Buildings,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1677
pub_vdl.124,Aberdeenshire,FORMER HARLAW CENTRE,INVERUR2,HARLAW ROAD INVERURIE,S01006895,Developable - Medium Term,376955,822437,Local Authority,Not applicable (i.e. only one owner),2018,Community & Health,1.2,Vacant Land,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1722
pub_vdl.125,Aberdeenshire,FORMER MATHERS FACTORY,INVERUR3,HARLAW ROAD INVERURIE,S01006895,Developable - Medium Term,376841,822525,Other Private,Not applicable (i.e. only one owner),2017,Manufacturing,0.4,Vacant Land,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1723
pub_vdl.126,Aberdeenshire,FORMER BLYTHEWOOD CARE HOME,INVERUR4,ELPHINSTONE ROAD PORT ELPHINSTONE INVERURIE,S01006903,Developable - Medium Term,377534,820229,Local Authority,Not applicable (i.e. only one owner),2018,Community & Health,0.48,Derelict,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1721
pub_vdl.127,Aberdeenshire,FORMER STRATHBURN COTTAGE,INVERUR7,MIDDLEMUIR ROAD INVERURIE,S01006896,Developable - Short Term,376820,821764,Unknown Private,Not applicable (i.e. only one owner),2021,Residential - Housing,0.27,Vacant Land,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1735
pub_vdl.128,Aberdeenshire,HIGHCLERE BUSINESS PARK,INVERUR8,INVERURIE,S01006912,Developable - Medium Term,375770,821486,Other Private,Not applicable (i.e. only one owner),2022,Storage,0.6,Vacant Land,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1744
pub_vdl.129,Aberdeenshire,FORMER J & M STRANGS FILLING STATION,KINCARD1,NORTH DEESIDE ROAD KINCARDINE O' NEIL,S01006869,Developable - Short Term,358935,799676,Unknown Private,Not applicable (i.e. only one owner),2019,Retailing,0.3,Vacant Land,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1734
pub_vdl.130,Aberdeenshire,FORMER TORRYBURN HOTEL,KINT 4,GAUCHILL ROAD KINTORE,S01006916,Developable - Medium Term,379045,815646,Unknown Private,Not applicable (i.e. only one owner),2015,"Residential - Hotels, Hostels etc",0.63,Derelict,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1693
pub_vdl.132,Aberdeenshire,FORMER MEARNS ACADEMY SITE,LKIRK2,ABERDEEN ROAD LAURENCEKIRK,S01006801,Developable - Short Term,372036,771707,Local Authority,Not applicable (i.e. only one owner),2017,Education,1.68,Derelict,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1715
pub_vdl.133,Aberdeenshire,TARLAIR BUSINESS PARK,MACD2,TARLAIR WAY MACDUFF,S01007040,Developable - Short Term,371670,864177,Local Authority,Not applicable (i.e. only one owner),2006,Agriculture,1.85,Vacant Land,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1725
pub_vdl.134,Aberdeenshire,FORMER FILLING STATION,MACD3,BUCHAN ST MACDUFF,S01007039,Developable - Medium Term,371095,864560,Unknown Private,Not applicable (i.e. only one owner),Unknown,Retailing,0.19,Vacant Land,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1746
pub_vdl.135,Aberdeenshire,FORMER MAUD HOSPITAL,MAUD2,BANK ROAD MAUD,S01007053,Developable - Short Term,392493,847584,Other Private,Not applicable (i.e. only one owner),2008,Community & Health,0.95,Derelict,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1738
pub_vdl.136,Aberdeenshire,FORMER OLD MILL INN,MCULTER1,SOUTH DEESIDE ROAD MARYCULTER,S01006853,Developable - Medium Term,385733,800131,Unknown Private,Not applicable (i.e. only one owner),2021,Recreation & Leisure,0.84,Derelict,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1728
pub_vdl.137,Aberdeenshire,FORMER MIDMAR INN,MIDMAR1,B9119 MIDMAR,S01006858,Developable - Undetermined,370561,805677,Unknown Private,Not applicable (i.e. only one owner),2007,Recreation & Leisure,0.25,Derelict,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1755
pub_vdl.138,Aberdeenshire,ADJ CO-OP STORE,MINT2,MINTLAW INDUSTRIAL ESTATE STATION ROAD MINTLAW,S01007059,Developable - Medium Term,399040,848489,Ownership unknown,Not applicable (i.e. only one owner),Unknown,Residential - Housing,0.2,Vacant Land,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1710
pub_vdl.139,Aberdeenshire,MARYMILL,MKIRK1,MARYKIRK,S01006806,Developable - Medium Term,368620,765355,Unknown Private,Not applicable (i.e. only one owner),2017,Agriculture,0.18,Derelict,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1716
pub_vdl.140,Aberdeenshire,OPP NEWMACHAR HOTEL,NEWM1,KINGSEAT ROAD NEWMACHAR,S01006947,Developable - Undetermined,388387,819981,Unknown Private,Not applicable (i.e. only one owner),Unknown,Agriculture,0.22,Derelict,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1704
pub_vdl.141,Aberdeenshire,FORMER HOSPITAL BUILDING,NEWM3,FORMER KINGSEAT HOSPITAL KINGSEAT,S01006950,Developable - Medium Term,390381,819018,Other Private,Not applicable (i.e. only one owner),1996-2000,Community & Health,0.54,Derelict,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1717
pub_vdl.142,Aberdeenshire,FORMER VILLAGE HALL,NEWM4,FORMER KINGSEAT HOSPITAL KINGSEAT,S01006950,Developable - Medium Term,390373,819166,Other Private,Not applicable (i.e. only one owner),1996-2000,Community & Health,0.19,Derelict,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1718
pub_vdl.143,Aberdeenshire,FORMER BUILDING E12,NEWM5,FORMER KINGSEAT HOSPITAL KINGSEAT,S01006950,Developable - Medium Term,390339,818927,Other Private,Not applicable (i.e. only one owner),1996-2000,Community & Health,0.11,Derelict,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1719
pub_vdl.144,Aberdeenshire,FORMER ADMIN BLOCK,NEWM6,FORMER KINGSEAT HOSPITAL KINGSEAT,S01006950,Developable - Medium Term,390479,819125,Other Private,Not applicable (i.e. only one owner),1996-2000,Community & Health,0.12,Derelict,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1720
pub_vdl.145,Aberdeenshire,FORMER ST DROSTAN'S EVENTIDE HOME,OLDDEER1,RUSSELL STREET OLD DEER,S01007064,Developable - Short Term,397661,847661,Other Private,Not applicable (i.e. only one owner),2014,Community & Health,0.88,Derelict,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1739
pub_vdl.146,Aberdeenshire,COUTENS FARM,OLDM1,COUTENS COLPY ROAD OLDMELDRUM,S01006988,Developable - Medium Term,380258,827645,Unknown Private,Not applicable (i.e. only one owner),Unknown,Agriculture,1.1,Derelict,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1687
pub_vdl.147,Aberdeenshire,FORMER PIGGERY,OLDM2,HATTONCROOK OLMELDRUM,S01006988,Developable - Undetermined,384773,825615,Unknown Private,Not applicable (i.e. only one owner),2009,Agriculture,0.9,Derelict,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1753
pub_vdl.148,Aberdeenshire,FORMER ARCHEAOLINK PARK,OYNE1,OYNE,S01006888,Developable - Medium Term,366908,825672,Local Authority,Not applicable (i.e. only one owner),2017,Recreation & Leisure,3.26,Derelict,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1713
pub_vdl.149,Aberdeenshire,STATION ROAD,PHD/D/058,STATION ROAD PETERHEAD,S01007080,Developable - Medium Term,412534,846303,Unknown Private,Not applicable (i.e. only one owner),Unknown,Other General Industry,0.21,Derelict,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1708
pub_vdl.150,Aberdeenshire,NORTH ST/ BROOK LANE,PHD/D/061,NORTH ST/ BROOK LANE PETERHEAD,S01007087,Developable - Medium Term,413487,846415,Other Private,Not applicable (i.e. only one owner),Unknown,Other General Industry,0.22,Vacant Land,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1707
pub_vdl.151,Aberdeenshire,UGIE STREET,PHD/V/060,UGIE STREET PETERHEAD,S01007086,Developable - Medium Term,413323,846659,Other Private,Not applicable (i.e. only one owner),Unknown,Other General Industry,0.29,Vacant Land,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1698
pub_vdl.152,Aberdeenshire,FORMER SCRAP METAL WORKS,PHEA4,UGIE ST/WILSON ST PETERHEAD,S01007086,Developable - Medium Term,413200,846717,Ownership unknown,Not applicable (i.e. only one owner),Unknown,Manufacturing,0.37,Derelict,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1694
pub_vdl.153,Aberdeenshire,FORMER BELLAMYS FACTORY,PHEA8,WINDMILL STREET PETERHEAD,S01007086,Developable - Short Term,413409,846349,Unknown Private,Not applicable (i.e. only one owner),Unknown,Manufacturing,0.81,Vacant Land,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1749
pub_vdl.154,Aberdeenshire,FORMER RECYCLING CENTRE,PHEAD11,DALES INDUSTRIAL ESTATE DAMHEAD WAY PETERHEAD,S01007097,Developable - Undetermined,411461,844785,Local Authority,Not applicable (i.e. only one owner),2009,Community & Health,0.66,Derelict,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1691
pub_vdl.155,Aberdeenshire,OPP BUS DEPOT,PHEAD14,GRANGE ROAD PETERHEAD,S01007090,Developable - Medium Term,411775,846631,Unknown Private,Not applicable (i.e. only one owner),Unknown,Unknown,0.39,Vacant Land,S12000034,f2baf76b-c7a5-45a6-98e9-8fd274613584,2025-11-30,1692
